id_familia,bairro,regiao,localizacao,especie,calcamento,mat_piso,mat_parede
FAM00451,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Madeira Aproveitada,Taipa/Adobe
FAM00452,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00453,Boqueirão,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00454,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM00455,Tindiquera,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00456,Chapada,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00457,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00458,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00459,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00460,Iguaçu,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00461,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM00462,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00463,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Carpete,Madeira Aparelhada
FAM00464,Iguaçu,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00465,Passaúna,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00466,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00467,Tindiquera,Urbana,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00468,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00469,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00470,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Madeira Aparelhada
FAM00471,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00472,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00473,Thomaz Coelho,Urbana,Rural,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00474,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM00475,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00476,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00477,Estação,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00478,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Madeira Aparelhada
FAM00479,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00480,Dist. Industrial Sul,Industrial,Urbana,Coletivo,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00481,Fazenda Velha,Urbana,Urbana,Coletivo,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00482,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00483,Fazenda Velha,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00484,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM00485,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00486,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00487,Thomaz Coelho,Urbana,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00488,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00489,São Luís,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00490,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00491,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00492,Tindiquera,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00493,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aparelhada
FAM00494,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00495,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00496,Carvalho,Urbana,Urbana,Coletivo,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM00497,Thomaz Coelho,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00498,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00499,Cachoeira,Urbana,Urbana,Coletivo,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00500,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM00501,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00502,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00503,Thomaz Coelho,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00504,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00505,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM00506,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM00507,Campina da Barra,Urbana,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00508,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00509,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00510,Fazenda Velha,Urbana,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00511,Tindiquera,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00512,Iguaçu,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00513,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00514,Fazenda Velha,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00515,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00516,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM00517,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00518,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00519,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00520,Passaúna,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00521,Zona Rural Leste,Rural,Rural,Particular Improvisado,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM00522,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00523,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00524,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00525,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00526,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00527,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Madeira Aproveitada
FAM00528,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00529,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00530,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00531,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00532,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00533,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00534,Tindiquera,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00535,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00536,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM00537,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00538,Estação,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Madeira Aparelhada
FAM00539,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM00540,Campina da Barra,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00541,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00542,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Madeira Aparelhada
FAM00543,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00544,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Terra,Alvenaria sem Revestimento
FAM00545,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00546,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00547,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Alvenaria com Revestimento
FAM00548,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00549,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00550,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00551,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00552,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00553,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00554,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00555,Zona Rural Norte,Rural,Rural,Particular Improvisado,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM00556,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00557,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00558,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00559,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Sem Calçamento,Terra,Alvenaria sem Revestimento
FAM00560,Fazenda Velha,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00561,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00562,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00563,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00564,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00565,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00566,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00567,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00568,Zona Rural Leste,Rural,Rural,Particular Improvisado,Sem Calçamento,Terra,Madeira Aparelhada
FAM00569,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Madeira Aparelhada
FAM00570,Zona Rural Norte,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00571,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00572,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00573,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00574,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00575,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00576,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00577,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00578,Boqueirão,Urbana,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00579,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00580,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00581,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Madeira Aparelhada
FAM00582,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00583,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM00584,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM00585,Zona Rural Norte,Rural,Rural,Coletivo,Calçamento Parcial,Madeira Aproveitada,Madeira Aparelhada
FAM00586,Tindiquera,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00587,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Madeira Aproveitada,Madeira Aproveitada
FAM00588,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00589,Fazenda Velha,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00590,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Carpete,Alvenaria com Revestimento
FAM00591,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00592,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00593,Tindiquera,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00594,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00595,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM00596,Zona Rural Norte,Rural,Rural,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00597,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00598,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00599,Centro,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00600,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Taipa/Adobe
FAM00601,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria sem Revestimento
FAM00602,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00603,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00604,Dist. Industrial Sul,Industrial,Rural,Particular Permanente,Calçamento Total,Cimento,Taipa/Adobe
FAM00605,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00606,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00607,Boqueirão,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00608,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00609,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aparelhada
FAM00610,Tindiquera,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00611,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria sem Revestimento
FAM00612,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00613,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Taipa/Adobe
FAM00614,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00615,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00616,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM00617,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM00618,Fazenda Velha,Urbana,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00619,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Sem Calçamento,Terra,Alvenaria sem Revestimento
FAM00620,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00621,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00622,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM00623,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00624,Campina da Barra,Urbana,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00625,Passaúna,Urbana,Rural,Particular Permanente,Calçamento Total,Cimento,Madeira Aproveitada
FAM00626,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00627,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00628,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00629,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00630,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00631,Zona Rural Leste,Rural,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00632,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00633,Iguaçu,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00634,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00635,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM00636,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00637,Costeira,Urbana,Rural,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00638,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00639,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00640,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00641,Zona Rural Leste,Rural,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Madeira Aparelhada
FAM00642,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00643,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00644,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00645,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00646,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM00647,Zona Rural Norte,Rural,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00648,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM00649,Cachoeira,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00650,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00651,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM00652,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00653,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Total,Cimento,Madeira Aproveitada
FAM00654,Boqueirão,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00655,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Alvenaria sem Revestimento
FAM00656,Thomaz Coelho,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00657,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00658,Chapada,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00659,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00660,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00661,São Luís,Urbana,Urbana,Particular Permanente,Sem Calçamento,Carpete,Alvenaria sem Revestimento
FAM00662,Iguaçu,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00663,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Alvenaria com Revestimento
FAM00664,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Madeira Aproveitada
FAM00665,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00666,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
