id_familia,bairro,regiao,qtd_pessoas,renda_per_capita,faixa_renda_pc,renda_familiar,faixa_renda_fam,unipessoal,cadastro_atualizado,data_atualizacao,lat,lng
FAM03362,Estação,Urbana,4,169.59,Pobreza,678.36,Até 1 SM,Não,Sim,2024-03-08,-25.602991,-49.424771
FAM03363,Costeira,Urbana,1,408.86,Baixa Renda,408.86,Até 1 SM,Sim,Não,2023-01-17,-25.614487,-49.392008
FAM03364,Fazenda Velha,Urbana,5,764.07,Acima de 2 SM,3820.35,2 a 3 SM,Não,Sim,2025-09-01,-25.579217,-49.384312
FAM03365,Chapada,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2024-02-15,-25.605695,-49.439659
FAM03366,Centro,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-06-28,-25.597945,-49.415301
FAM03367,Zona Rural Norte,Rural,7,45.54,Pobreza,318.78,Até 1 SM,Não,Sim,2025-09-14,-25.533378,-49.441292
FAM03368,Tindiquera,Urbana,6,217.89,Pobreza,1307.34,Até 1 SM,Não,Sim,2025-05-07,-25.568187,-49.44246
FAM03369,Passaúna,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2024-11-11,-25.546327,-49.418942
FAM03370,Centro,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2025-06-29,-25.590158,-49.407672
FAM03371,Zona Rural Leste,Rural,4,200.32,Pobreza,801.28,Até 1 SM,Não,Não,2022-03-29,-25.589116,-49.360755
FAM03372,Carvalho,Urbana,1,358.19,Baixa Renda,358.19,Até 1 SM,Sim,Sim,2024-11-26,-25.566437,-49.438892
FAM03373,Chapada,Urbana,2,509.13,Acima de 2 SM,1018.26,Até 1 SM,Não,Sim,2024-07-01,-25.605411,-49.439443
FAM03374,Centro,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-07-28,-25.598819,-49.409878
FAM03375,Dist. Industrial Norte,Industrial,2,3.24,Pobreza,6.48,Até 1 SM,Não,Sim,2024-08-13,-25.547993,-49.364445
FAM03376,Thomaz Coelho,Urbana,6,293.27,Baixa Renda,1759.62,1 a 2 SM,Não,Não,2023-08-21,-25.630583,-49.42563
FAM03377,Fazenda Velha,Urbana,4,130.65,Pobreza,522.6,Até 1 SM,Não,Sim,2025-11-26,-25.588196,-49.399108
FAM03378,São Luís,Urbana,4,217.0,Pobreza,868.0,Até 1 SM,Não,Não,2022-03-16,-25.581723,-49.394338
FAM03379,Boqueirão,Urbana,2,133.07,Pobreza,266.14,Até 1 SM,Não,Sim,2024-09-09,-25.633069,-49.404811
FAM03380,Costeira,Urbana,2,651.52,Acima de 2 SM,1303.04,Até 1 SM,Não,Sim,2024-04-29,-25.601473,-49.409997
FAM03381,Dist. Industrial Norte,Industrial,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2024-01-03,-25.570737,-49.373296
FAM03382,Chapada,Urbana,3,1167.64,Acima de 2 SM,3502.92,2 a 3 SM,Não,Não,2023-01-14,-25.601544,-49.434266
FAM03383,Iguaçu,Urbana,2,817.05,Acima de 2 SM,1634.1,1 a 2 SM,Não,Não,2023-10-21,-25.608031,-49.387636
FAM03384,Carvalho,Urbana,1,272.97,Baixa Renda,272.97,Até 1 SM,Sim,Sim,2025-07-29,-25.559496,-49.443436
FAM03385,Carvalho,Urbana,1,336.13,Baixa Renda,336.13,Até 1 SM,Sim,Não,2023-08-03,-25.560311,-49.440983
FAM03386,Iguaçu,Urbana,1,121.27,Pobreza,121.27,Até 1 SM,Sim,Sim,2025-08-08,-25.594702,-49.404104
FAM03387,Estação,Urbana,3,327.27,Baixa Renda,981.81,Até 1 SM,Não,Não,2023-10-30,-25.586593,-49.422234
FAM03388,Campina da Barra,Urbana,4,256.51,Baixa Renda,1026.04,Até 1 SM,Não,Sim,2024-05-31,-25.573272,-49.390837
FAM03389,Zona Rural Norte,Rural,4,152.93,Pobreza,611.72,Até 1 SM,Não,Não,2023-09-09,-25.521118,-49.447553
FAM03390,Campina da Barra,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-11-22,-25.594777,-49.397947
FAM03391,Dist. Industrial Norte,Industrial,6,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-05-15,-25.568006,-49.388914
FAM03392,Campina da Barra,Urbana,4,198.02,Pobreza,792.08,Até 1 SM,Não,Sim,2025-11-25,-25.574238,-49.395884
FAM03393,Campina da Barra,Urbana,7,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-05-09,-25.595303,-49.395996
FAM03394,Campina da Barra,Urbana,1,304.17,Baixa Renda,304.17,Até 1 SM,Sim,Sim,2025-12-06,-25.590146,-49.41535
FAM03395,Costeira,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2024-08-14,-25.613904,-49.41091
FAM03396,Costeira,Urbana,2,771.6,Acima de 2 SM,1543.2,1 a 2 SM,Não,Sim,2024-10-27,-25.614821,-49.402116
FAM03397,Tindiquera,Urbana,4,230.2,Baixa Renda,920.8,Até 1 SM,Não,Sim,2025-02-19,-25.557049,-49.422516
FAM03398,Passaúna,Urbana,2,259.74,Baixa Renda,519.48,Até 1 SM,Não,Não,2022-07-16,-25.543686,-49.419764
FAM03399,Costeira,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2026-01-13,-25.611725,-49.406461
FAM03400,Dist. Industrial Norte,Industrial,2,490.48,Acima de 2 SM,980.96,Até 1 SM,Não,Não,2023-07-07,-25.566797,-49.371877
FAM03401,Iguaçu,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-07-19,-25.589068,-49.390445
FAM03402,Centro,Urbana,4,114.9,Pobreza,459.6,Até 1 SM,Não,Sim,2024-09-18,-25.598826,-49.41913
FAM03403,Boqueirão,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-11-19,-25.628972,-49.377298
FAM03404,Costeira,Urbana,2,216.61,Pobreza,433.22,Até 1 SM,Não,Não,2023-08-15,-25.62233,-49.408915
FAM03405,Zona Rural Sul,Rural,6,325.38,Baixa Renda,1952.28,1 a 2 SM,Não,Não,2023-09-02,-25.662975,-49.396699
FAM03406,Fazenda Velha,Urbana,6,103.41,Pobreza,620.46,Até 1 SM,Não,Sim,2024-05-16,-25.573373,-49.400541
FAM03407,Centro,Urbana,3,199.5,Pobreza,598.5,Até 1 SM,Não,Sim,2026-02-26,-25.595312,-49.411288
FAM03408,Carvalho,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-06-21,-25.584668,-49.433493
FAM03409,Zona Rural Sul,Rural,4,50.71,Pobreza,202.84,Até 1 SM,Não,Não,2022-12-24,-25.639624,-49.415141
FAM03410,Zona Rural Norte,Rural,2,169.51,Pobreza,339.02,Até 1 SM,Não,Sim,2025-11-28,-25.529883,-49.462529
FAM03411,Carvalho,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-03-13,-25.557773,-49.45968
FAM03412,Costeira,Urbana,1,32.09,Pobreza,32.09,Até 1 SM,Sim,Sim,2025-03-11,-25.62356,-49.40022
FAM03413,Campina da Barra,Urbana,5,533.77,Acima de 2 SM,2668.85,1 a 2 SM,Não,Não,2024-02-08,-25.595529,-49.416186
FAM03414,Passaúna,Urbana,4,250.27,Baixa Renda,1001.08,Até 1 SM,Não,Não,2022-06-21,-25.548684,-49.426022
FAM03415,Dist. Industrial Norte,Industrial,3,666.81,Acima de 2 SM,2000.43,1 a 2 SM,Não,Não,2022-04-21,-25.567087,-49.369873
FAM03416,Campina da Barra,Urbana,5,611.15,Acima de 2 SM,3055.75,2 a 3 SM,Não,Não,2024-01-18,-25.56667,-49.404371
FAM03417,Tindiquera,Urbana,2,26.32,Pobreza,52.64,Até 1 SM,Não,Não,2022-05-29,-25.56564,-49.426932
FAM03418,Tindiquera,Urbana,5,367.94,Baixa Renda,1839.7,1 a 2 SM,Não,Sim,2024-05-30,-25.562192,-49.414199
FAM03419,Zona Rural Leste,Rural,2,232.94,Baixa Renda,465.88,Até 1 SM,Não,Não,2023-10-15,-25.582178,-49.358943
FAM03420,Iguaçu,Urbana,1,130.1,Pobreza,130.1,Até 1 SM,Sim,Sim,2025-02-28,-25.601249,-49.396229
FAM03421,Cachoeira,Urbana,4,21.97,Pobreza,87.88,Até 1 SM,Não,Sim,2025-08-05,-25.564332,-49.411251
FAM03422,Campina da Barra,Urbana,1,461.49,Acima de 2 SM,461.49,Até 1 SM,Sim,Sim,2026-02-10,-25.583926,-49.409203
FAM03423,Costeira,Urbana,2,399.19,Baixa Renda,798.38,Até 1 SM,Não,Não,2022-12-01,-25.622484,-49.418135
FAM03424,Centro,Urbana,2,376.87,Baixa Renda,753.74,Até 1 SM,Não,Não,2023-09-01,-25.594822,-49.401548
FAM03425,Iguaçu,Urbana,4,271.97,Baixa Renda,1087.88,Até 1 SM,Não,Não,2024-01-16,-25.601236,-49.402748
FAM03426,Dist. Industrial Sul,Industrial,1,454.37,Acima de 2 SM,454.37,Até 1 SM,Sim,Não,2022-07-23,-25.630697,-49.356599
FAM03427,Iguaçu,Urbana,2,349.84,Baixa Renda,699.68,Até 1 SM,Não,Não,2023-05-24,-25.600184,-49.397208
FAM03428,Dist. Industrial Norte,Industrial,3,422.67,Baixa Renda,1268.01,Até 1 SM,Não,Não,2023-02-19,-25.565409,-49.38828
FAM03429,Campina da Barra,Urbana,7,401.6,Baixa Renda,2811.2,1 a 2 SM,Não,Sim,2024-07-22,-25.587849,-49.411442
FAM03430,Dist. Industrial Sul,Industrial,4,70.92,Pobreza,283.68,Até 1 SM,Não,Não,2022-03-08,-25.624866,-49.355672
FAM03431,Centro,Urbana,1,348.87,Baixa Renda,348.87,Até 1 SM,Sim,Não,2022-08-02,-25.594664,-49.407496
FAM03432,Zona Rural Norte,Rural,2,79.67,Pobreza,159.34,Até 1 SM,Não,Não,2023-03-13,-25.525981,-49.461487
FAM03433,Carvalho,Urbana,1,59.5,Pobreza,59.5,Até 1 SM,Sim,Não,2023-08-19,-25.58363,-49.45946
FAM03434,Costeira,Urbana,5,749.75,Acima de 2 SM,3748.75,2 a 3 SM,Não,Sim,2025-10-08,-25.608138,-49.418901
FAM03435,Fazenda Velha,Urbana,7,1565.51,Acima de 2 SM,10958.57,Acima de 3 SM,Não,Sim,2025-07-15,-25.575719,-49.372773
FAM03436,Cachoeira,Urbana,2,25.98,Pobreza,51.96,Até 1 SM,Não,Sim,2025-08-22,-25.560461,-49.415846
FAM03437,Chapada,Urbana,4,416.02,Baixa Renda,1664.08,1 a 2 SM,Não,Sim,2024-10-24,-25.604934,-49.446287
FAM03438,Zona Rural Norte,Rural,3,158.76,Pobreza,476.28,Até 1 SM,Não,Sim,2024-09-30,-25.528641,-49.436226
FAM03439,Campina da Barra,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-05-22,-25.591283,-49.404286
FAM03440,Dist. Industrial Sul,Industrial,4,33.54,Pobreza,134.16,Até 1 SM,Não,Não,2023-09-01,-25.62309,-49.381991
FAM03441,Costeira,Urbana,5,587.6,Acima de 2 SM,2938.0,1 a 2 SM,Não,Não,2023-04-11,-25.602454,-49.39845
FAM03442,Thomaz Coelho,Urbana,5,431.9,Baixa Renda,2159.5,1 a 2 SM,Não,Sim,2024-03-02,-25.610683,-49.420232
FAM03443,Zona Rural Leste,Rural,5,350.14,Baixa Renda,1750.7,1 a 2 SM,Não,Não,2022-09-27,-25.598085,-49.351719
FAM03444,Iguaçu,Urbana,5,358.82,Baixa Renda,1794.1,1 a 2 SM,Não,Sim,2024-12-01,-25.602322,-49.397149
FAM03445,Thomaz Coelho,Urbana,4,624.79,Acima de 2 SM,2499.16,1 a 2 SM,Não,Não,2023-05-28,-25.618759,-49.432229
FAM03446,Zona Rural Norte,Rural,1,491.0,Acima de 2 SM,491.0,Até 1 SM,Sim,Não,2024-01-11,-25.514159,-49.446539
FAM03447,Dist. Industrial Sul,Industrial,1,236.93,Baixa Renda,236.93,Até 1 SM,Sim,Não,2023-02-20,-25.626307,-49.3781
FAM03448,Chapada,Urbana,4,166.11,Pobreza,664.44,Até 1 SM,Não,Sim,2025-11-09,-25.59879,-49.442717
FAM03449,Dist. Industrial Sul,Industrial,6,178.73,Pobreza,1072.38,Até 1 SM,Não,Sim,2025-03-08,-25.6075,-49.366078
FAM03450,Campina da Barra,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-09-04,-25.56685,-49.3928
FAM03451,Dist. Industrial Norte,Industrial,2,290.38,Baixa Renda,580.76,Até 1 SM,Não,Sim,2025-09-17,-25.570408,-49.39246
FAM03452,Centro,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-12-27,-25.589602,-49.402855
FAM03453,Zona Rural Sul,Rural,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-03-15,-25.657885,-49.404267
FAM03454,Costeira,Urbana,1,281.97,Baixa Renda,281.97,Até 1 SM,Sim,Não,2022-03-25,-25.601743,-49.395336
FAM03455,Thomaz Coelho,Urbana,3,5.08,Pobreza,15.24,Até 1 SM,Não,Não,2023-03-18,-25.634557,-49.426546
FAM03456,Estação,Urbana,3,214.86,Pobreza,644.58,Até 1 SM,Não,Não,2022-09-09,-25.596215,-49.436469
FAM03457,Dist. Industrial Sul,Industrial,5,471.16,Acima de 2 SM,2355.8,1 a 2 SM,Não,Sim,2025-05-09,-25.625854,-49.372372
FAM03458,Carvalho,Urbana,3,263.09,Baixa Renda,789.27,Até 1 SM,Não,Não,2023-03-09,-25.579857,-49.456208
FAM03459,Costeira,Urbana,3,340.81,Baixa Renda,1022.43,Até 1 SM,Não,Não,2022-05-16,-25.624216,-49.391853
FAM03460,Fazenda Velha,Urbana,2,928.9,Acima de 2 SM,1857.8,1 a 2 SM,Não,Sim,2024-06-05,-25.579978,-49.399698
FAM03461,Fazenda Velha,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-09-20,-25.582244,-49.37611
FAM03462,Centro,Urbana,7,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-06-14,-25.599603,-49.419041
FAM03463,Dist. Industrial Norte,Industrial,7,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-10-02,-25.561053,-49.379912
FAM03464,Zona Rural Norte,Rural,2,57.71,Pobreza,115.42,Até 1 SM,Não,Sim,2024-10-24,-25.522914,-49.447008
FAM03465,Zona Rural Leste,Rural,1,699.49,Acima de 2 SM,699.49,Até 1 SM,Sim,Sim,2024-11-11,-25.584673,-49.339371
FAM03466,Campina da Barra,Urbana,4,64.3,Pobreza,257.2,Até 1 SM,Não,Sim,2025-06-06,-25.591675,-49.407937
FAM03467,Zona Rural Sul,Rural,3,306.04,Baixa Renda,918.12,Até 1 SM,Não,Não,2022-08-15,-25.645864,-49.414285
FAM03468,Campina da Barra,Urbana,5,341.63,Baixa Renda,1708.15,1 a 2 SM,Não,Sim,2024-10-08,-25.574849,-49.403942
FAM03469,Thomaz Coelho,Urbana,2,242.19,Baixa Renda,484.38,Até 1 SM,Não,Não,2022-08-26,-25.631918,-49.410193
FAM03470,Centro,Urbana,7,150.9,Pobreza,1056.3,Até 1 SM,Não,Não,2023-08-10,-25.596458,-49.419237
FAM03471,Tindiquera,Urbana,4,212.62,Pobreza,850.48,Até 1 SM,Não,Sim,2024-08-10,-25.550197,-49.426657
FAM03472,Iguaçu,Urbana,3,54.63,Pobreza,163.89,Até 1 SM,Não,Sim,2025-04-09,-25.587882,-49.387766
FAM03473,Dist. Industrial Norte,Industrial,2,356.7,Baixa Renda,713.4,Até 1 SM,Não,Sim,2024-04-09,-25.548706,-49.368234
FAM03474,Carvalho,Urbana,1,11.58,Pobreza,11.58,Até 1 SM,Sim,Não,2023-06-11,-25.571091,-49.434801
FAM03475,Dist. Industrial Sul,Industrial,4,74.46,Pobreza,297.84,Até 1 SM,Não,Não,2023-10-04,-25.607987,-49.370434
FAM03476,São Luís,Urbana,2,684.56,Acima de 2 SM,1369.12,Até 1 SM,Não,Não,2022-09-25,-25.576136,-49.366101
FAM03477,São Luís,Urbana,2,635.28,Acima de 2 SM,1270.56,Até 1 SM,Não,Sim,2025-01-22,-25.585526,-49.386823
FAM03478,Zona Rural Leste,Rural,4,13.9,Pobreza,55.6,Até 1 SM,Não,Sim,2026-01-05,-25.604813,-49.349109
FAM03479,Carvalho,Urbana,2,617.23,Acima de 2 SM,1234.46,Até 1 SM,Não,Não,2022-07-19,-25.556583,-49.430914
FAM03480,Fazenda Velha,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-05-16,-25.589038,-49.394605
FAM03481,Passaúna,Urbana,2,94.65,Pobreza,189.3,Até 1 SM,Não,Sim,2025-12-01,-25.544901,-49.427248
FAM03482,Dist. Industrial Norte,Industrial,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-01-11,-25.559839,-49.372037
FAM03483,Campina da Barra,Urbana,4,1951.88,Acima de 2 SM,7807.52,Acima de 3 SM,Não,Sim,2025-12-02,-25.58036,-49.388418
FAM03484,Carvalho,Urbana,3,1899.33,Acima de 2 SM,5697.99,Acima de 3 SM,Não,Não,2022-12-29,-25.578453,-49.452639
FAM03485,Tindiquera,Urbana,4,161.73,Pobreza,646.92,Até 1 SM,Não,Não,2023-12-31,-25.572267,-49.434994
FAM03486,Fazenda Velha,Urbana,1,1562.57,Acima de 2 SM,1562.57,1 a 2 SM,Sim,Não,2024-02-20,-25.57762,-49.39295
FAM03487,Carvalho,Urbana,4,368.62,Baixa Renda,1474.48,Até 1 SM,Não,Não,2023-10-16,-25.584508,-49.437987
FAM03488,Thomaz Coelho,Urbana,1,781.42,Acima de 2 SM,781.42,Até 1 SM,Sim,Não,2022-03-29,-25.621864,-49.425638
FAM03489,Zona Rural Norte,Rural,5,361.58,Baixa Renda,1807.9,1 a 2 SM,Não,Sim,2025-02-21,-25.509741,-49.444617
FAM03490,São Luís,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-11-26,-25.589762,-49.39292
FAM03491,Zona Rural Leste,Rural,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2024-01-09,-25.577786,-49.341398
FAM03492,Centro,Urbana,1,115.48,Pobreza,115.48,Até 1 SM,Sim,Não,2022-10-05,-25.599577,-49.405035
FAM03493,Chapada,Urbana,1,644.1,Acima de 2 SM,644.1,Até 1 SM,Sim,Sim,2025-05-25,-25.601687,-49.436602
FAM03494,Costeira,Urbana,3,763.73,Acima de 2 SM,2291.19,1 a 2 SM,Não,Sim,2025-10-14,-25.607495,-49.41412
FAM03495,Zona Rural Norte,Rural,2,345.56,Baixa Renda,691.12,Até 1 SM,Não,Não,2023-10-15,-25.534176,-49.449636
FAM03496,Zona Rural Norte,Rural,1,483.58,Acima de 2 SM,483.58,Até 1 SM,Sim,Sim,2025-10-18,-25.525667,-49.459444
FAM03497,Zona Rural Norte,Rural,3,397.76,Baixa Renda,1193.28,Até 1 SM,Não,Sim,2024-09-20,-25.508861,-49.443034
FAM03498,Centro,Urbana,4,50.91,Pobreza,203.64,Até 1 SM,Não,Sim,2024-03-31,-25.581639,-49.419001
FAM03499,Boqueirão,Urbana,4,712.94,Acima de 2 SM,2851.76,1 a 2 SM,Não,Sim,2025-09-25,-25.644899,-49.396222
FAM03500,Tindiquera,Urbana,5,229.37,Baixa Renda,1146.85,Até 1 SM,Não,Sim,2025-08-06,-25.564005,-49.416663
FAM03501,Zona Rural Leste,Rural,1,183.88,Pobreza,183.88,Até 1 SM,Sim,Sim,2026-01-19,-25.602366,-49.352536
FAM03502,Centro,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-05-31,-25.603291,-49.413192
FAM03503,Tindiquera,Urbana,7,664.94,Acima de 2 SM,4654.58,Acima de 3 SM,Não,Sim,2025-04-28,-25.566937,-49.416313
FAM03504,Chapada,Urbana,6,46.58,Pobreza,279.48,Até 1 SM,Não,Sim,2025-08-22,-25.599042,-49.431106
FAM03505,Thomaz Coelho,Urbana,4,270.64,Baixa Renda,1082.56,Até 1 SM,Não,Sim,2026-01-09,-25.608633,-49.414719
FAM03506,Tindiquera,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-03-01,-25.568835,-49.441911
FAM03507,Cachoeira,Urbana,3,757.19,Acima de 2 SM,2271.57,1 a 2 SM,Não,Sim,2025-07-08,-25.546747,-49.400444
FAM03508,Dist. Industrial Sul,Industrial,1,108.74,Pobreza,108.74,Até 1 SM,Sim,Não,2022-05-12,-25.605721,-49.365225
FAM03509,Cachoeira,Urbana,3,133.9,Pobreza,401.7,Até 1 SM,Não,Sim,2024-12-08,-25.561371,-49.406845
FAM03510,Zona Rural Norte,Rural,5,208.01,Pobreza,1040.05,Até 1 SM,Não,Sim,2025-08-21,-25.52846,-49.4625
FAM03511,Cachoeira,Urbana,2,146.88,Pobreza,293.76,Até 1 SM,Não,Sim,2024-11-16,-25.549658,-49.411766
FAM03512,Campina da Barra,Urbana,3,630.36,Acima de 2 SM,1891.08,1 a 2 SM,Não,Não,2022-05-10,-25.594582,-49.411286
FAM03513,Boqueirão,Urbana,5,290.21,Baixa Renda,1451.05,Até 1 SM,Não,Não,2022-04-08,-25.628857,-49.37573
FAM03514,Chapada,Urbana,4,304.44,Baixa Renda,1217.76,Até 1 SM,Não,Sim,2024-03-04,-25.591123,-49.436553
FAM03515,Campina da Barra,Urbana,5,70.24,Pobreza,351.2,Até 1 SM,Não,Sim,2025-10-07,-25.587797,-49.399139
FAM03516,Thomaz Coelho,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-04-17,-25.618461,-49.422615
FAM03517,São Luís,Urbana,3,593.8,Acima de 2 SM,1781.4,1 a 2 SM,Não,Sim,2025-04-30,-25.591769,-49.370603
FAM03518,Centro,Urbana,7,260.41,Baixa Renda,1822.87,1 a 2 SM,Não,Não,2023-09-12,-25.604645,-49.40589
FAM03519,Campina da Barra,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-12-23,-25.586921,-49.413353
FAM03520,Estação,Urbana,1,311.03,Baixa Renda,311.03,Até 1 SM,Sim,Não,2022-03-29,-25.584866,-49.426457
FAM03521,Chapada,Urbana,4,385.31,Baixa Renda,1541.24,1 a 2 SM,Não,Não,2023-07-27,-25.607574,-49.431758
FAM03522,Iguaçu,Urbana,6,474.28,Acima de 2 SM,2845.68,1 a 2 SM,Não,Não,2022-07-14,-25.599422,-49.389613
FAM03523,Boqueirão,Urbana,5,116.65,Pobreza,583.25,Até 1 SM,Não,Sim,2024-10-10,-25.635969,-49.385159
FAM03524,Costeira,Urbana,2,320.41,Baixa Renda,640.82,Até 1 SM,Não,Sim,2024-05-16,-25.612767,-49.391408
FAM03525,Carvalho,Urbana,3,52.12,Pobreza,156.36,Até 1 SM,Não,Não,2022-06-16,-25.563254,-49.441319
FAM03526,Zona Rural Leste,Rural,2,420.68,Baixa Renda,841.36,Até 1 SM,Não,Sim,2025-11-28,-25.582259,-49.361739
FAM03527,Fazenda Velha,Urbana,2,252.82,Baixa Renda,505.64,Até 1 SM,Não,Não,2023-08-19,-25.569108,-49.39983
FAM03528,Centro,Urbana,5,66.92,Pobreza,334.6,Até 1 SM,Não,Não,2023-12-08,-25.582563,-49.405058
FAM03529,Tindiquera,Urbana,6,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-07-31,-25.556321,-49.436636
FAM03530,Cachoeira,Urbana,3,1366.43,Acima de 2 SM,4099.29,2 a 3 SM,Não,Sim,2025-10-15,-25.553577,-49.417965
FAM03531,São Luís,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-12-16,-25.572044,-49.365314
FAM03532,Chapada,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-11-27,-25.597362,-49.436239
FAM03533,Boqueirão,Urbana,1,184.18,Pobreza,184.18,Até 1 SM,Sim,Sim,2026-02-10,-25.635279,-49.388743
FAM03534,Carvalho,Urbana,1,147.96,Pobreza,147.96,Até 1 SM,Sim,Não,2023-05-08,-25.571313,-49.456963
FAM03535,Dist. Industrial Norte,Industrial,5,1035.89,Acima de 2 SM,5179.45,Acima de 3 SM,Não,Não,2024-02-28,-25.555123,-49.385989
FAM03536,Campina da Barra,Urbana,3,711.98,Acima de 2 SM,2135.94,1 a 2 SM,Não,Sim,2025-07-04,-25.586518,-49.414579
FAM03537,Dist. Industrial Sul,Industrial,4,286.73,Baixa Renda,1146.92,Até 1 SM,Não,Não,2022-06-22,-25.605654,-49.379267
FAM03538,Tindiquera,Urbana,5,213.35,Pobreza,1066.75,Até 1 SM,Não,Não,2023-09-21,-25.560186,-49.41986
FAM03539,Fazenda Velha,Urbana,7,152.91,Pobreza,1070.37,Até 1 SM,Não,Não,2023-11-21,-25.585746,-49.380224
FAM03540,Zona Rural Norte,Rural,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Não,2023-11-30,-25.523199,-49.441646
FAM03541,Zona Rural Leste,Rural,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-06-25,-25.597185,-49.34939
FAM03542,Iguaçu,Urbana,2,529.73,Acima de 2 SM,1059.46,Até 1 SM,Não,Sim,2024-11-22,-25.602755,-49.40935
FAM03543,Passaúna,Urbana,3,85.43,Pobreza,256.29,Até 1 SM,Não,Não,2022-03-26,-25.527345,-49.436503
FAM03544,Dist. Industrial Norte,Industrial,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2026-01-23,-25.558868,-49.369228
FAM03545,Centro,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2026-01-14,-25.588807,-49.413437
FAM03546,Costeira,Urbana,2,54.74,Pobreza,109.48,Até 1 SM,Não,Não,2022-12-15,-25.61952,-49.410875
FAM03547,Campina da Barra,Urbana,1,1675.52,Acima de 2 SM,1675.52,1 a 2 SM,Sim,Não,2023-10-11,-25.594491,-49.397783
FAM03548,Dist. Industrial Norte,Industrial,5,309.55,Baixa Renda,1547.75,1 a 2 SM,Não,Sim,2025-05-30,-25.56393,-49.367314
FAM03549,Dist. Industrial Norte,Industrial,3,520.86,Acima de 2 SM,1562.58,1 a 2 SM,Não,Não,2022-07-10,-25.545192,-49.381541
FAM03550,Campina da Barra,Urbana,2,335.35,Baixa Renda,670.7,Até 1 SM,Não,Não,2024-02-18,-25.581633,-49.387406
FAM03551,Estação,Urbana,3,14.8,Pobreza,44.4,Até 1 SM,Não,Não,2022-10-14,-25.608445,-49.438897
FAM03552,Costeira,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-12-10,-25.597281,-49.402132
FAM03553,Zona Rural Sul,Rural,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-10-15,-25.652565,-49.404094
FAM03554,Thomaz Coelho,Urbana,2,391.39,Baixa Renda,782.78,Até 1 SM,Não,Sim,2025-10-12,-25.632904,-49.432686
FAM03555,Cachoeira,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-04-16,-25.551619,-49.403366
FAM03556,Dist. Industrial Sul,Industrial,1,788.79,Acima de 2 SM,788.79,Até 1 SM,Sim,Não,2022-03-13,-25.612526,-49.357152
FAM03557,Dist. Industrial Norte,Industrial,3,64.63,Pobreza,193.89,Até 1 SM,Não,Não,2024-01-04,-25.564704,-49.390186
FAM03558,Campina da Barra,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-10-03,-25.586471,-49.408962
