id_familia,bairro,regiao,bolsa_familia,bpc_loas,auxilio_gas,id_jovem,carteira_idoso
FAM02986,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM02987,Tindiquera,Urbana,Não,Não,Sim,Não,Não
FAM02988,Centro,Urbana,Sim,Não,Não,Sim,Não
FAM02989,Tindiquera,Urbana,Não,Não,Não,Não,Não
FAM02990,Campina da Barra,Urbana,Não,Não,Sim,Não,Não
FAM02991,Centro,Urbana,Não,Não,Não,Não,Não
FAM02992,Thomaz Coelho,Urbana,Sim,Não,Sim,Não,Não
FAM02993,Dist. Industrial Norte,Industrial,Sim,Não,Não,Não,Não
FAM02994,Zona Rural Leste,Rural,Não,Não,Não,Não,Não
FAM02995,Zona Rural Sul,Rural,Não,Sim,Não,Não,Não
FAM02996,Boqueirão,Urbana,Sim,Não,Não,Não,Não
FAM02997,Fazenda Velha,Urbana,Sim,Não,Sim,Não,Não
FAM02998,São Luís,Urbana,Não,Não,Não,Não,Não
FAM02999,Campina da Barra,Urbana,Não,Não,Sim,Não,Sim
FAM03000,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM03001,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM03002,Chapada,Urbana,Sim,Não,Não,Não,Não
FAM03003,Dist. Industrial Norte,Industrial,Sim,Sim,Sim,Não,Não
FAM03004,Costeira,Urbana,Não,Não,Não,Não,Não
FAM03005,Centro,Urbana,Não,Não,Não,Não,Não
FAM03006,Zona Rural Norte,Rural,Sim,Não,Não,Sim,Não
FAM03007,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM03008,Iguaçu,Urbana,Sim,Não,Não,Não,Não
FAM03009,Zona Rural Leste,Rural,Não,Não,Não,Não,Não
FAM03010,Centro,Urbana,Não,Não,Não,Não,Não
FAM03011,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM03012,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM03013,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03014,São Luís,Urbana,Não,Não,Não,Não,Não
FAM03015,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Sim
FAM03016,Campina da Barra,Urbana,Sim,Não,Sim,Não,Sim
FAM03017,Estação,Urbana,Sim,Não,Sim,Não,Não
FAM03018,Estação,Urbana,Não,Não,Não,Não,Não
FAM03019,Boqueirão,Urbana,Não,Não,Sim,Não,Não
FAM03020,Centro,Urbana,Não,Não,Não,Sim,Sim
FAM03021,Zona Rural Sul,Rural,Sim,Não,Não,Não,Não
FAM03022,Costeira,Urbana,Não,Não,Não,Não,Não
FAM03023,Zona Rural Sul,Rural,Não,Não,Não,Não,Não
FAM03024,Costeira,Urbana,Sim,Sim,Não,Sim,Não
FAM03025,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM03026,Costeira,Urbana,Não,Não,Não,Não,Não
FAM03027,Costeira,Urbana,Não,Não,Não,Sim,Não
FAM03028,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03029,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03030,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03031,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM03032,Iguaçu,Urbana,Sim,Não,Não,Sim,Não
FAM03033,Tindiquera,Urbana,Não,Não,Não,Não,Não
FAM03034,Centro,Urbana,Não,Não,Não,Não,Não
FAM03035,São Luís,Urbana,Não,Não,Sim,Não,Não
FAM03036,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM03037,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM03038,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM03039,Cachoeira,Urbana,Não,Não,Não,Não,Não
FAM03040,Iguaçu,Urbana,Não,Não,Sim,Não,Não
FAM03041,Carvalho,Urbana,Não,Não,Não,Não,Não
FAM03042,Estação,Urbana,Não,Não,Sim,Não,Não
FAM03043,Costeira,Urbana,Sim,Não,Não,Não,Não
FAM03044,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM03045,Costeira,Urbana,Não,Não,Não,Não,Não
FAM03046,Iguaçu,Urbana,Não,Sim,Sim,Não,Não
FAM03047,Campina da Barra,Urbana,Sim,Não,Não,Não,Não
FAM03048,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM03049,Iguaçu,Urbana,Não,Não,Não,Não,Sim
FAM03050,Thomaz Coelho,Urbana,Sim,Não,Sim,Não,Não
FAM03051,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM03052,Carvalho,Urbana,Não,Não,Não,Não,Não
FAM03053,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM03054,Passaúna,Urbana,Sim,Não,Sim,Não,Não
FAM03055,Costeira,Urbana,Sim,Não,Sim,Sim,Não
FAM03056,Zona Rural Sul,Rural,Não,Não,Sim,Sim,Não
FAM03057,Fazenda Velha,Urbana,Não,Não,Não,Sim,Não
FAM03058,Cachoeira,Urbana,Não,Não,Não,Não,Não
FAM03059,Tindiquera,Urbana,Sim,Não,Sim,Não,Não
FAM03060,Cachoeira,Urbana,Sim,Não,Sim,Não,Não
FAM03061,Tindiquera,Urbana,Sim,Não,Sim,Sim,Não
FAM03062,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM03063,Centro,Urbana,Não,Não,Não,Não,Não
FAM03064,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03065,Carvalho,Urbana,Sim,Sim,Não,Não,Não
FAM03066,Campina da Barra,Urbana,Não,Não,Sim,Não,Não
FAM03067,Fazenda Velha,Urbana,Não,Não,Sim,Sim,Não
FAM03068,Passaúna,Urbana,Sim,Não,Sim,Não,Não
FAM03069,Zona Rural Leste,Rural,Sim,Não,Sim,Não,Não
FAM03070,Estação,Urbana,Não,Não,Não,Não,Não
FAM03071,São Luís,Urbana,Não,Não,Não,Não,Não
FAM03072,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM03073,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM03074,Thomaz Coelho,Urbana,Não,Não,Sim,Sim,Não
FAM03075,Passaúna,Urbana,Não,Não,Não,Não,Não
FAM03076,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM03077,Boqueirão,Urbana,Não,Não,Não,Sim,Não
FAM03078,Zona Rural Norte,Rural,Não,Não,Sim,Não,Não
FAM03079,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM03080,Centro,Urbana,Não,Não,Não,Não,Não
FAM03081,Zona Rural Sul,Rural,Sim,Não,Não,Não,Não
FAM03082,Dist. Industrial Norte,Industrial,Sim,Não,Sim,Não,Não
FAM03083,Boqueirão,Urbana,Sim,Não,Não,Não,Sim
FAM03084,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Não
FAM03085,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM03086,Carvalho,Urbana,Sim,Não,Não,Sim,Não
FAM03087,Chapada,Urbana,Sim,Não,Não,Não,Sim
FAM03088,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM03089,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM03090,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM03091,Zona Rural Leste,Rural,Sim,Sim,Sim,Sim,Não
FAM03092,Zona Rural Leste,Rural,Sim,Não,Não,Não,Não
FAM03093,Dist. Industrial Sul,Industrial,Não,Não,Sim,Não,Não
FAM03094,Campina da Barra,Urbana,Não,Não,Não,Sim,Não
FAM03095,Thomaz Coelho,Urbana,Não,Não,Não,Não,Não
FAM03096,Zona Rural Leste,Rural,Sim,Não,Não,Não,Não
FAM03097,Cachoeira,Urbana,Sim,Não,Não,Não,Sim
FAM03098,Zona Rural Leste,Rural,Não,Não,Não,Não,Não
FAM03099,Chapada,Urbana,Sim,Não,Sim,Não,Não
FAM03100,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM03101,Tindiquera,Urbana,Sim,Não,Não,Não,Não
FAM03102,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Não
FAM03103,Zona Rural Sul,Rural,Não,Não,Não,Não,Não
FAM03104,Centro,Urbana,Não,Sim,Não,Não,Não
FAM03105,Thomaz Coelho,Urbana,Sim,Não,Não,Não,Sim
FAM03106,Thomaz Coelho,Urbana,Sim,Não,Não,Não,Não
FAM03107,Iguaçu,Urbana,Sim,Sim,Não,Não,Não
FAM03108,Iguaçu,Urbana,Não,Não,Sim,Não,Não
FAM03109,Cachoeira,Urbana,Sim,Sim,Sim,Não,Não
FAM03110,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM03111,Dist. Industrial Sul,Industrial,Sim,Sim,Não,Não,Não
FAM03112,Chapada,Urbana,Não,Não,Sim,Não,Não
FAM03113,Passaúna,Urbana,Não,Não,Não,Não,Não
FAM03114,Thomaz Coelho,Urbana,Sim,Não,Sim,Sim,Não
FAM03115,Thomaz Coelho,Urbana,Não,Não,Não,Não,Não
FAM03116,Costeira,Urbana,Não,Não,Não,Não,Não
FAM03117,Estação,Urbana,Sim,Não,Sim,Não,Não
FAM03118,Dist. Industrial Sul,Industrial,Sim,Não,Não,Sim,Sim
FAM03119,Zona Rural Sul,Rural,Sim,Não,Não,Não,Não
FAM03120,Zona Rural Sul,Rural,Não,Não,Sim,Não,Não
FAM03121,São Luís,Urbana,Não,Não,Não,Não,Não
FAM03122,Campina da Barra,Urbana,Não,Não,Sim,Não,Não
FAM03123,Iguaçu,Urbana,Sim,Não,Não,Não,Não
FAM03124,Passaúna,Urbana,Sim,Não,Sim,Não,Não
FAM03125,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM03126,Thomaz Coelho,Urbana,Não,Não,Não,Não,Não
FAM03127,Thomaz Coelho,Urbana,Sim,Não,Sim,Não,Não
FAM03128,Boqueirão,Urbana,Sim,Não,Não,Não,Não
FAM03129,Estação,Urbana,Não,Não,Não,Não,Não
FAM03130,Centro,Urbana,Não,Não,Não,Não,Não
FAM03131,Iguaçu,Urbana,Não,Não,Sim,Não,Não
FAM03132,Campina da Barra,Urbana,Sim,Não,Não,Sim,Não
FAM03133,Estação,Urbana,Não,Não,Não,Sim,Não
FAM03134,Dist. Industrial Norte,Industrial,Não,Não,Sim,Não,Não
FAM03135,Centro,Urbana,Não,Não,Sim,Não,Não
FAM03136,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Não
FAM03137,Fazenda Velha,Urbana,Sim,Não,Não,Não,Não
FAM03138,Tindiquera,Urbana,Sim,Não,Não,Não,Não
FAM03139,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03140,Zona Rural Sul,Rural,Não,Não,Sim,Não,Não
FAM03141,Zona Rural Sul,Rural,Não,Não,Sim,Não,Não
FAM03142,Centro,Urbana,Não,Não,Não,Não,Não
FAM03143,Dist. Industrial Sul,Industrial,Sim,Não,Sim,Não,Não
FAM03144,Iguaçu,Urbana,Sim,Não,Não,Não,Não
FAM03145,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM03146,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM03147,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03148,Campina da Barra,Urbana,Sim,Sim,Não,Não,Não
FAM03149,Zona Rural Norte,Rural,Não,Não,Sim,Não,Não
FAM03150,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM03151,Zona Rural Leste,Rural,Não,Não,Sim,Não,Não
FAM03152,Cachoeira,Urbana,Não,Não,Não,Não,Não
FAM03153,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM03154,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM03155,Thomaz Coelho,Urbana,Não,Sim,Não,Não,Não
FAM03156,Chapada,Urbana,Não,Não,Não,Não,Não
FAM03157,Costeira,Urbana,Não,Não,Sim,Sim,Não
FAM03158,Tindiquera,Urbana,Não,Não,Sim,Não,Não
FAM03159,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM03160,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03161,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM03162,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM03163,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM03164,Passaúna,Urbana,Não,Não,Sim,Não,Não
FAM03165,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM03166,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM03167,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM03168,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM03169,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM03170,Zona Rural Norte,Rural,Sim,Sim,Sim,Sim,Não
FAM03171,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM03172,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM03173,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM03174,Zona Rural Norte,Rural,Não,Sim,Sim,Não,Não
FAM03175,Tindiquera,Urbana,Sim,Não,Sim,Não,Não
FAM03176,Cachoeira,Urbana,Sim,Não,Sim,Não,Não
FAM03177,Zona Rural Sul,Rural,Sim,Não,Não,Não,Não
FAM03178,Dist. Industrial Norte,Industrial,Sim,Não,Sim,Não,Não
FAM03179,Iguaçu,Urbana,Não,Não,Sim,Não,Não
FAM03180,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM03181,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM03182,Chapada,Urbana,Sim,Não,Não,Não,Não
FAM03183,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM03184,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM03185,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM03186,Estação,Urbana,Não,Não,Não,Não,Não
FAM03187,Costeira,Urbana,Não,Não,Não,Sim,Não
FAM03188,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM03189,Estação,Urbana,Não,Não,Sim,Não,Não
FAM03190,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM03191,Costeira,Urbana,Não,Não,Sim,Não,Não
FAM03192,Zona Rural Sul,Rural,Não,Não,Não,Não,Não
FAM03193,Dist. Industrial Norte,Industrial,Não,Não,Sim,Não,Não
FAM03194,Dist. Industrial Norte,Industrial,Não,Não,Sim,Não,Não
FAM03195,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM03196,Thomaz Coelho,Urbana,Não,Não,Sim,Sim,Não
FAM03197,Costeira,Urbana,Não,Não,Sim,Não,Não
FAM03198,São Luís,Urbana,Sim,Não,Não,Não,Não
FAM03199,Zona Rural Leste,Rural,Sim,Não,Sim,Não,Não
FAM03200,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM03201,Chapada,Urbana,Sim,Não,Sim,Não,Não
FAM03202,Carvalho,Urbana,Sim,Não,Sim,Não,Não
FAM03203,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM03204,Thomaz Coelho,Urbana,Não,Não,Sim,Não,Não
FAM03205,Centro,Urbana,Sim,Não,Não,Não,Sim
FAM03206,Dist. Industrial Sul,Industrial,Sim,Não,Sim,Não,Não
FAM03207,Dist. Industrial Sul,Industrial,Sim,Não,Sim,Não,Não
FAM03208,Centro,Urbana,Não,Não,Não,Não,Não
FAM03209,Zona Rural Sul,Rural,Não,Não,Sim,Não,Não
FAM03210,Chapada,Urbana,Sim,Não,Sim,Não,Não
FAM03211,Estação,Urbana,Não,Não,Sim,Não,Não
FAM03212,Centro,Urbana,Não,Não,Não,Sim,Não
FAM03213,Tindiquera,Urbana,Não,Não,Sim,Não,Não
FAM03214,Dist. Industrial Sul,Industrial,Sim,Não,Não,Não,Não
FAM03215,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM03216,Zona Rural Leste,Rural,Não,Não,Sim,Não,Não
FAM03217,Chapada,Urbana,Não,Não,Não,Sim,Não
FAM03218,Thomaz Coelho,Urbana,Sim,Não,Não,Sim,Não
FAM03219,Fazenda Velha,Urbana,Sim,Não,Sim,Sim,Não
FAM03220,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM03221,Tindiquera,Urbana,Sim,Não,Não,Não,Não
FAM03222,Cachoeira,Urbana,Não,Não,Sim,Não,Não
FAM03223,Carvalho,Urbana,Sim,Não,Sim,Não,Não
FAM03224,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM03225,Thomaz Coelho,Urbana,Não,Não,Não,Não,Não
FAM03226,Campina da Barra,Urbana,Não,Não,Sim,Não,Não
FAM03227,Passaúna,Urbana,Sim,Não,Não,Não,Não
FAM03228,Carvalho,Urbana,Sim,Sim,Sim,Não,Não
FAM03229,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM03230,Fazenda Velha,Urbana,Sim,Não,Sim,Não,Não
FAM03231,Chapada,Urbana,Não,Não,Não,Não,Não
FAM03232,Estação,Urbana,Sim,Não,Sim,Não,Não
FAM03233,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM03234,Campina da Barra,Urbana,Sim,Não,Não,Não,Não
FAM03235,Centro,Urbana,Não,Não,Não,Não,Não
FAM03236,Zona Rural Leste,Rural,Não,Sim,Não,Não,Sim
FAM03237,Chapada,Urbana,Sim,Não,Sim,Não,Não
FAM03238,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM03239,Tindiquera,Urbana,Sim,Sim,Não,Não,Não
FAM03240,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03241,Zona Rural Sul,Rural,Não,Não,Não,Sim,Não
FAM03242,Iguaçu,Urbana,Sim,Sim,Não,Não,Não
FAM03243,Costeira,Urbana,Não,Não,Não,Não,Não
FAM03244,Dist. Industrial Sul,Industrial,Não,Não,Não,Sim,Não
FAM03245,Zona Rural Sul,Rural,Não,Não,Sim,Não,Não
FAM03246,Dist. Industrial Sul,Industrial,Não,Sim,Sim,Sim,Não
FAM03247,Dist. Industrial Sul,Industrial,Não,Não,Não,Sim,Não
FAM03248,Estação,Urbana,Não,Não,Não,Não,Não
FAM03249,Carvalho,Urbana,Sim,Não,Sim,Não,Não
FAM03250,Carvalho,Urbana,Sim,Não,Não,Não,Não
FAM03251,Dist. Industrial Norte,Industrial,Não,Não,Não,Sim,Não
FAM03252,Carvalho,Urbana,Não,Não,Não,Não,Não
FAM03253,Zona Rural Leste,Rural,Não,Não,Não,Não,Não
FAM03254,Tindiquera,Urbana,Sim,Não,Sim,Não,Não
FAM03255,Thomaz Coelho,Urbana,Não,Não,Não,Não,Sim
FAM03256,Thomaz Coelho,Urbana,Não,Não,Não,Não,Não
FAM03257,Centro,Urbana,Não,Não,Não,Não,Não
FAM03258,Dist. Industrial Norte,Industrial,Sim,Não,Sim,Não,Não
FAM03259,São Luís,Urbana,Não,Não,Não,Sim,Não
FAM03260,Costeira,Urbana,Não,Não,Sim,Não,Não
FAM03261,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03262,Tindiquera,Urbana,Não,Não,Não,Não,Não
FAM03263,Passaúna,Urbana,Sim,Não,Não,Não,Não
FAM03264,Dist. Industrial Sul,Industrial,Não,Não,Sim,Não,Não
FAM03265,Zona Rural Sul,Rural,Não,Não,Sim,Sim,Não
FAM03266,Carvalho,Urbana,Não,Não,Sim,Não,Não
FAM03267,Boqueirão,Urbana,Não,Não,Sim,Sim,Não
FAM03268,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM03269,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM03270,Zona Rural Norte,Rural,Não,Não,Sim,Não,Não
FAM03271,Costeira,Urbana,Sim,Não,Não,Sim,Não
FAM03272,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM03273,Campina da Barra,Urbana,Não,Não,Sim,Não,Não
FAM03274,Tindiquera,Urbana,Sim,Não,Sim,Não,Não
FAM03275,Dist. Industrial Sul,Industrial,Sim,Não,Sim,Não,Não
FAM03276,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM03277,Costeira,Urbana,Não,Não,Sim,Não,Não
FAM03278,Carvalho,Urbana,Sim,Sim,Não,Não,Não
FAM03279,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM03280,Campina da Barra,Urbana,Não,Não,Sim,Não,Sim
FAM03281,Fazenda Velha,Urbana,Sim,Não,Sim,Não,Não
FAM03282,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03283,Iguaçu,Urbana,Sim,Não,Não,Não,Não
FAM03284,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM03285,Fazenda Velha,Urbana,Não,Não,Sim,Não,Não
FAM03286,Tindiquera,Urbana,Sim,Não,Sim,Não,Não
FAM03287,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM03288,Zona Rural Norte,Rural,Não,Não,Não,Sim,Não
FAM03289,Cachoeira,Urbana,Não,Não,Não,Não,Não
FAM03290,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM03291,Estação,Urbana,Sim,Não,Não,Não,Não
FAM03292,Zona Rural Sul,Rural,Sim,Não,Não,Não,Não
FAM03293,Centro,Urbana,Sim,Não,Não,Sim,Não
FAM03294,Zona Rural Sul,Rural,Não,Não,Sim,Não,Não
FAM03295,Boqueirão,Urbana,Não,Não,Sim,Não,Não
FAM03296,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM03297,Fazenda Velha,Urbana,Não,Não,Não,Sim,Não
FAM03298,Iguaçu,Urbana,Não,Não,Não,Sim,Não
FAM03299,Centro,Urbana,Não,Não,Não,Não,Não
FAM03300,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM03301,Campina da Barra,Urbana,Não,Não,Sim,Não,Não
FAM03302,Costeira,Urbana,Não,Não,Não,Não,Não
FAM03303,Thomaz Coelho,Urbana,Sim,Não,Sim,Sim,Não
FAM03304,São Luís,Urbana,Não,Não,Sim,Não,Não
FAM03305,Zona Rural Sul,Rural,Não,Sim,Não,Não,Não
FAM03306,Cachoeira,Urbana,Não,Não,Sim,Não,Não
FAM03307,Iguaçu,Urbana,Sim,Não,Não,Não,Sim
FAM03308,Dist. Industrial Norte,Industrial,Sim,Não,Sim,Não,Não
FAM03309,Dist. Industrial Sul,Industrial,Sim,Não,Sim,Não,Não
FAM03310,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM03311,Chapada,Urbana,Não,Não,Não,Não,Sim
FAM03312,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM03313,Chapada,Urbana,Não,Não,Não,Sim,Não
FAM03314,Centro,Urbana,Não,Não,Não,Não,Não
FAM03315,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM03316,Dist. Industrial Sul,Industrial,Sim,Não,Não,Não,Não
FAM03317,Costeira,Urbana,Não,Não,Não,Não,Não
FAM03318,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM03319,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM03320,Dist. Industrial Sul,Industrial,Não,Não,Sim,Não,Não
FAM03321,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM03322,Estação,Urbana,Não,Não,Sim,Não,Não
FAM03323,Chapada,Urbana,Não,Não,Não,Não,Não
FAM03324,Thomaz Coelho,Urbana,Sim,Não,Não,Não,Não
FAM03325,Zona Rural Leste,Rural,Não,Não,Não,Não,Não
FAM03326,Thomaz Coelho,Urbana,Não,Não,Sim,Não,Não
FAM03327,Centro,Urbana,Sim,Não,Sim,Sim,Não
FAM03328,Costeira,Urbana,Não,Não,Não,Não,Não
FAM03329,Fazenda Velha,Urbana,Não,Não,Sim,Sim,Não
FAM03330,Centro,Urbana,Sim,Não,Não,Sim,Não
FAM03331,Iguaçu,Urbana,Sim,Não,Não,Não,Não
FAM03332,Zona Rural Norte,Rural,Não,Não,Não,Sim,Não
FAM03333,Costeira,Urbana,Não,Não,Sim,Não,Não
FAM03334,Carvalho,Urbana,Sim,Não,Sim,Não,Não
FAM03335,Chapada,Urbana,Não,Não,Não,Não,Não
FAM03336,Tindiquera,Urbana,Não,Não,Sim,Não,Não
FAM03337,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03338,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM03339,Campina da Barra,Urbana,Sim,Não,Sim,Não,Sim
FAM03340,Thomaz Coelho,Urbana,Não,Não,Não,Não,Não
FAM03341,Estação,Urbana,Não,Não,Não,Não,Não
FAM03342,Costeira,Urbana,Sim,Sim,Não,Não,Não
FAM03343,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM03344,Iguaçu,Urbana,Sim,Não,Não,Não,Não
FAM03345,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM03346,Dist. Industrial Norte,Industrial,Não,Não,Não,Sim,Não
FAM03347,Estação,Urbana,Não,Não,Não,Sim,Não
FAM03348,Fazenda Velha,Urbana,Sim,Não,Não,Não,Não
FAM03349,Zona Rural Sul,Rural,Não,Não,Sim,Não,Não
FAM03350,Zona Rural Leste,Rural,Sim,Não,Sim,Não,Não
FAM03351,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM03352,Zona Rural Sul,Rural,Não,Não,Não,Não,Não
FAM03353,Fazenda Velha,Urbana,Não,Não,Não,Sim,Não
FAM03354,Costeira,Urbana,Não,Não,Não,Não,Não
FAM03355,Zona Rural Leste,Rural,Não,Não,Não,Não,Não
FAM03356,Zona Rural Sul,Rural,Não,Não,Não,Não,Não
FAM03357,Thomaz Coelho,Urbana,Sim,Sim,Não,Sim,Não
FAM03358,Tindiquera,Urbana,Sim,Não,Não,Não,Não
FAM03359,Dist. Industrial Norte,Industrial,Sim,Não,Sim,Não,Não
FAM03360,Campina da Barra,Urbana,Não,Não,Não,Sim,Não
FAM03361,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM03362,Estação,Urbana,Sim,Não,Sim,Sim,Não
FAM03363,Costeira,Urbana,Não,Não,Sim,Não,Não
FAM03364,Fazenda Velha,Urbana,Não,Não,Não,Não,Sim
FAM03365,Chapada,Urbana,Não,Não,Sim,Não,Não
FAM03366,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM03367,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM03368,Tindiquera,Urbana,Sim,Não,Não,Não,Não
FAM03369,Passaúna,Urbana,Sim,Não,Sim,Não,Não
FAM03370,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM03371,Zona Rural Leste,Rural,Sim,Não,Sim,Não,Não
FAM03372,Carvalho,Urbana,Não,Sim,Não,Não,Não
FAM03373,Chapada,Urbana,Não,Não,Não,Sim,Não
FAM03374,Centro,Urbana,Sim,Não,Não,Não,Não
FAM03375,Dist. Industrial Norte,Industrial,Sim,Não,Sim,Não,Não
FAM03376,Thomaz Coelho,Urbana,Não,Não,Sim,Sim,Não
FAM03377,Fazenda Velha,Urbana,Sim,Sim,Não,Não,Não
FAM03378,São Luís,Urbana,Sim,Não,Sim,Não,Não
FAM03379,Boqueirão,Urbana,Sim,Não,Não,Não,Não
FAM03380,Costeira,Urbana,Não,Não,Não,Não,Não
FAM03381,Dist. Industrial Norte,Industrial,Não,Não,Sim,Não,Não
FAM03382,Chapada,Urbana,Não,Não,Não,Sim,Não
FAM03383,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM03384,Carvalho,Urbana,Não,Não,Não,Não,Não
FAM03385,Carvalho,Urbana,Não,Não,Sim,Não,Não
FAM03386,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM03387,Estação,Urbana,Não,Não,Não,Não,Não
